album_name,track_title,track_n,lyric,line,preprocessed_lyric,emotion
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"That's when, when it's sunny or storming",27,"'s , 's sunny storming",anger
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"Laughing, when I'm crying",28,"laughing , 'm cry",love
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,And that's when I'll be waiting at the front gate,29,'s 'll waiting front gate,anger
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"That's when, when I see your face",30,"'s , see face",joy
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"I'll let you in, and baby, that's when""",31,"'ll let , baby , 's ''",fear
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"And you said, ""Honestly",32,"said , `` honestly",fear
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,When you were gone,33,gone,joy
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"Did you ever think of me?""",34,ever think ? '',sadness
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,And I said,35,said,sadness
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"""That's when, when I woke up in the morning",36,"`` 's , woke morning",joy
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"That's when, it was sunny or storming",37,"'s , sunny storming",fear
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,Laughing when I was crying,38,laughing cry,joy
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"And that's when, you were waiting at the front gate",39,"'s , waiting front gate",love
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"That's when, when I saw your face",40,"'s , saw face",sadness
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"You let me in, and baby, that's when""",41,"let , baby , 's ''",love
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"That's when, when I wake up in the morning (Yeah)",42,"'s , wake morning ( yeah )",joy
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"That's when, when it's sunny or storming",43,"'s , 's sunny storming",anger
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"When I'm laughing, when I'm crying",44,"'m laughing , 'm cry",joy
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,That's when I'll be waiting at the front gate,45,'s 'll waiting front gate,fear
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"(That when I miss you, that's when I want you)",46,"( miss , 's want )",anger
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"That's when, when I see your face",47,"'s , see face",fear
Fearless (Taylor’s Version),That’s When (Taylor’s Version) [From the Vault],24,"That's when I love you, that's when",48,"'s love , 's",love
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,"Hey, I knew I'd run into you somewhere",1,"hey , knew 'd run somewhere",fear
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,"It's been a while, I didn't mean to stare",2,"'s , n't mean stare",love
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,I heard she's nothin' like me,3,heard 's nothin ' like,anger
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,I'm sure she'll make you happy,4,'m sure 'll make happy,fear
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,"But don't you, don't you",5,"n't , n't",sadness
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,Smile at me and ask me how I've been,6,smile ask 've,fear
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,Don't you say you've,7,n't say 've,love
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,Missed me if you don't want me again,8,missed n't want,anger
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,You don't know how much I feel I love you still,9,n't know much feel love still,love
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,"So why don't you, don't you?",10,"n't , n't ?",sadness
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,"Ah, ah, ah, ah",11,"ah , ah , ah , ah",fear
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,"Ah, ah, ah",12,"ah , ah , ah",anger
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,"Sometimes, I really wish that I could hate you",13,"sometimes , really wish could hate",sadness
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,"I've tried, but that's just somethin' I can't do",14,"'ve tried , 's somethin ' ca n't",sadness
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,My heart knows what the truth is,15,heart know truth,sadness
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,I swore I wouldn't do this,16,swore would n't,love
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,"But don't you, don't you",17,"n't , n't",sadness
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,Smile at me and ask me how I've been,18,smile ask 've,sadness
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,Don't you say you've,19,n't say 've,love
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,Missed me if you don't want me again,20,missed n't want,joy
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,You don't know how much I feel I love you still,21,n't know much feel love still,love
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,"So why don't you, don't you?",22,"n't , n't ?",joy
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,So I walk outta here tonight,23,walk outta tonight,joy
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,Try to go on with my life,24,try go life,love
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,And you can say we're still friends,25,say 're still friend,love
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,(But I don't wanna pretend),26,( n't wan na pretend ),joy
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,So if I see you again,27,see,fear
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,"Don't you (Don't you), don't you",28,"n't ( n't ) , n't",fear
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,Smile at me and ask me how I've been,29,smile ask 've,joy
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,Don't you (Don't you) say you've,30,n't ( n't ) say 've,sadness
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,Missed me if you don't want me again,31,missed n't want,fear
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,You don't (You don't) know how much I feel I love you still,32,n't ( n't ) know much feel love still,sadness
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,"So why don't you, don't you?",33,"n't , n't ?",anger
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,"Ah, ah, ah, ah",34,"ah , ah , ah , ah",anger
Fearless (Taylor’s Version),Don’t You (Taylor’s Version) [From the Vault],25,"Don't you (Ah, ah, ah)",35,"n't ( ah , ah , ah )",love
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,It wasn't just like a movie,1,n't like movie,love
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,"The rain didn't soak through my clothes, down to my skin",2,"rain n't soak clothes , skin",anger
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,"I'm drivin' away and I, I guess you could say",3,"'m drivin ' away , guess could say",love
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,This is the last time I'll drive this way again,4,last time 'll drive way,sadness
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Lost in the gray and I try to grab at the fray,5,lost gray try grab fray,sadness
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,"'Cause I, I still love you but I can't",6,"'cause , still love ca n't",love
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Bye bye to everything I thought was on my side,7,bye bye everything thought side,love
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Bye bye baby,8,bye bye baby,joy
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,I want you bad but it's come down to nothing,9,want bad 's come nothing,joy
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,And all I have is your sympathy,10,sympathy,joy
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,'Cause you took me home but you just couldn't keep me,11,'cause took home could n't keep,joy
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Bye bye baby,12,bye bye baby,anger
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Bye bye baby,13,bye bye baby,fear
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,The picture frame is empty,14,picture frame empty,sadness
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,"On the dresser, vacant just like me",15,"dresser , vacant like",fear
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,I see your writing on the dash,16,see writing dash,anger
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Then back to your hesitation,17,back hesitation,anger
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,I was so sure of everything,18,sure everything,love
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Everything I thought we'd always have,19,everything thought 'd always,fear
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Guess I never doubted it,20,guess never doubted,sadness
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Then the here and the now floods in,21,flood,sadness
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Feels like I'm becoming a part of your past,22,feel like 'm becoming part past,joy
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Bye bye to everything I thought was on my side,23,bye bye everything thought side,sadness
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Bye bye baby,24,bye bye baby,joy
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,I want you bad but it's come down to nothing,25,want bad 's come nothing,joy
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,And all I have is your sympathy,26,sympathy,joy
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,'Cause you took me home but you just couldn't keep me,27,'cause took home could n't keep,joy
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Bye bye baby,28,bye bye baby,love
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,And there's so much that I can't touch,29,'s much ca n't touch,fear
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,You're all I want but it's not enough this time,30,'re want 's enough time,sadness
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,And all the pages are just slipping through my hands,31,page slipping hand,joy
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,And I'm so scared of how this ends,32,'m scared end,love
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Bye bye to everything I thought was on my side,33,bye bye everything thought side,joy
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Bye bye baby,34,bye bye baby,sadness
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,I want you bad but it's come down to nothing,35,want bad 's come nothing,love
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,And all I have is your sympathy,36,sympathy,anger
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,'Cause you took me home but you just couldn't keep me,37,'cause took home could n't keep,joy
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Bye bye to everything I thought was on my side,38,bye bye everything thought side,joy
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Bye bye baby,39,bye bye baby,joy
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,I want you bad but it's come down to nothing,40,want bad 's come nothing,fear
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,And all I have is your sympathy,41,sympathy,sadness
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,'Cause you took me home but you just couldn't keep me,42,'cause took home could n't keep,love
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,"Oh, you took me home, I thought you were gonna keep me",43,"oh , took home , thought gon na keep",love
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Bye bye baby,44,bye bye baby,sadness
Fearless (Taylor’s Version),Bye Bye Baby (Taylor’s Version) [From the Vault],26,Bye bye baby,45,bye bye baby,anger
Red (Deluxe Edition),State of Grace,1,I'm walking fast through the traffic lights,1,'m walking fast traffic light,joy
Red (Deluxe Edition),State of Grace,1,Busy streets and busy lives,2,busy street busy life,fear
Red (Deluxe Edition),State of Grace,1,And all we know is touch and go,3,know touch go,fear
Red (Deluxe Edition),State of Grace,1,We are alone with our changing minds,4,alone changing mind,anger
Red (Deluxe Edition),State of Grace,1,We fall in love 'til it hurts or bleeds,5,fall love 'til hurt bleeds,sadness
Red (Deluxe Edition),State of Grace,1,Or fades in time,6,fade time,fear
Red (Deluxe Edition),State of Grace,1,And I never (Never),7,never ( never ),joy
Red (Deluxe Edition),State of Grace,1,Saw you coming,8,saw coming,sadness
Red (Deluxe Edition),State of Grace,1,And I’ll never (Never),9,’ never ( never ),anger
Red (Deluxe Edition),State of Grace,1,Be the same,10,,sadness
Red (Deluxe Edition),State of Grace,1,You come around and the armor falls,11,come around armor fall,love
Red (Deluxe Edition),State of Grace,1,Pierce the room like a cannonball,12,pierce room like cannonball,love
Red (Deluxe Edition),State of Grace,1,Now all we know is don’t let go,13,know ’ let go,love
Red (Deluxe Edition),State of Grace,1,"We are alone, just you and me",14,"alone ,",joy
Red (Deluxe Edition),State of Grace,1,Up in your room and our slates are clean,15,room slate clean,fear
Red (Deluxe Edition),State of Grace,1,"Just twin fire signs, four blue eyes",16,"twin fire sign , four blue eye",joy
Red (Deluxe Edition),State of Grace,1,So you were never a saint,17,never saint,anger
Red (Deluxe Edition),State of Grace,1,And I've loved in shades of wrong,18,'ve loved shade wrong,love
Red (Deluxe Edition),State of Grace,1,We learn to live with the pain,19,learn live pain,fear
Red (Deluxe Edition),State of Grace,1,Mosaic broken hearts,20,mosaic broken heart,fear
Red (Deluxe Edition),State of Grace,1,But this love is brave and wild,21,love brave wild,love
Red (Deluxe Edition),State of Grace,1,And I never (Never),22,never ( never ),anger
Red (Deluxe Edition),State of Grace,1,Saw you coming,23,saw coming,anger
Red (Deluxe Edition),State of Grace,1,And I’ll never (Never),24,’ never ( never ),fear
Red (Deluxe Edition),State of Grace,1,Be the same,25,,sadness
Red (Deluxe Edition),State of Grace,1,This is a state of grace,26,state grace,sadness
Red (Deluxe Edition),State of Grace,1,This is the worthwhile fight,27,worthwhile fight,fear
Red (Deluxe Edition),State of Grace,1,Love is a ruthless game,28,love ruthless game,anger
Red (Deluxe Edition),State of Grace,1,Unless you play it good and right,29,unless play good right,sadness
Red (Deluxe Edition),State of Grace,1,These are the hands of fate,30,hand fate,fear
Red (Deluxe Edition),State of Grace,1,You’re my Achilles heel,31,’ achilles heel,sadness
Red (Deluxe Edition),State of Grace,1,This is the golden age,32,golden age,fear
Red (Deluxe Edition),State of Grace,1,Of something good and right and real,33,something good right real,fear
Red (Deluxe Edition),State of Grace,1,And I never (Never),34,never ( never ),anger
Red (Deluxe Edition),State of Grace,1,Saw you coming,35,saw coming,fear
Red (Deluxe Edition),State of Grace,1,And I’ll never,36,’ never,sadness
Red (Deluxe Edition),State of Grace,1,Be the same,37,,fear
Red (Deluxe Edition),State of Grace,1,And I never (Never),38,never ( never ),fear
Red (Deluxe Edition),State of Grace,1,Saw you coming,39,saw coming,love
Red (Deluxe Edition),State of Grace,1,And I’ll never (So you were never a saint),40,’ never ( never saint ),love
Red (Deluxe Edition),State of Grace,1,(And I've loved in shades of wrong),41,( 've loved shade wrong ),love
Red (Deluxe Edition),State of Grace,1,Be the same (We learn to live with the pain),42,( learn live pain ),fear
Red (Deluxe Edition),State of Grace,1,(Mosaic broken hearts),43,( mosaic broken heart ),anger
Red (Deluxe Edition),State of Grace,1,(But this love is brave and wild),44,( love brave wild ),sadness
Red (Deluxe Edition),State of Grace,1,This is a state of grace,45,state grace,love
Red (Deluxe Edition),State of Grace,1,This is the worthwhile fight,46,worthwhile fight,love
Red (Deluxe Edition),State of Grace,1,Love is a ruthless game,47,love ruthless game,fear
Red (Deluxe Edition),State of Grace,1,Unless you play it good and right,48,unless play good right,fear
Red (Deluxe Edition),Red,2,Loving him is like,1,loving like,love
Red (Deluxe Edition),Red,2,Driving a new Maserati down a dead-end street,2,driving new maserati dead-end street,anger
Red (Deluxe Edition),Red,2,"Faster than the wind, passionate as sin",3,"faster wind , passionate sin",joy
Red (Deluxe Edition),Red,2,Ending so suddenly,4,ending suddenly,love
Red (Deluxe Edition),Red,2,Loving him is like trying to change your mind,5,loving like trying change mind,sadness
Red (Deluxe Edition),Red,2,Once you're already flying through the free fall,6,'re already flying free fall,sadness
Red (Deluxe Edition),Red,2,"Like the colors in autumn, so bright",7,"like color autumn , bright",sadness
Red (Deluxe Edition),Red,2,Just before they lose it all,8,lose,anger
Red (Deluxe Edition),Red,2,Losing him was blue like I'd never known,9,losing blue like 'd never known,anger
Red (Deluxe Edition),Red,2,"Missing him was dark gray, all alone",10,"missing dark gray , alone",joy
Red (Deluxe Edition),Red,2,Forgetting him was like,11,forgetting like,anger
Red (Deluxe Edition),Red,2,Trying to know somebody you never met,12,trying know somebody never met,anger
Red (Deluxe Edition),Red,2,But loving him was red,13,loving red,fear
Red (Deluxe Edition),Red,2,"(Red, red)",14,"( red , red )",anger
Red (Deluxe Edition),Red,2,"(Red, red)",15,"( red , red )",fear
Red (Deluxe Edition),Red,2,Loving him was red,16,loving red,love
Red (Deluxe Edition),Red,2,"(Red, red)",17,"( red , red )",love
Red (Deluxe Edition),Red,2,"(Red, red)",18,"( red , red )",fear
Red (Deluxe Edition),Red,2,Touching him was like,19,touching like,fear
Red (Deluxe Edition),Red,2,Realizing all you ever wanted was right there in front of you,20,realizing ever wanted right front,fear
Red (Deluxe Edition),Red,2,Memorizing him was as,21,memorizing,anger
Red (Deluxe Edition),Red,2,Easy as knowing all the words to your old favorite song,22,easy knowing word old favorite song,joy
Red (Deluxe Edition),Red,2,Fighting with him was like,23,fighting like,fear
Red (Deluxe Edition),Red,2,Trying to solve a crossword and realizing there's no right answer,24,trying solve crossword realizing 's right answer,love
Red (Deluxe Edition),Red,2,Regretting him was like,25,regretting like,joy
Red (Deluxe Edition),Red,2,Wishing you never found out that love could be that strong,26,wishing never found love could strong,fear
Red (Deluxe Edition),Red,2,Losing him was blue like I'd never known,27,losing blue like 'd never known,joy
Red (Deluxe Edition),Red,2,"Missing him was dark gray, all alone (Whoa)",28,"missing dark gray , alone ( whoa )",joy
Red (Deluxe Edition),Red,2,Forgetting him was like,29,forgetting like,love
Red (Deluxe Edition),Red,2,Trying to know somebody you never met,30,trying know somebody never met,anger
Red (Deluxe Edition),Red,2,But loving him was red,31,loving red,love
Red (Deluxe Edition),Red,2,"(Red, red)",32,"( red , red )",anger
Red (Deluxe Edition),Red,2,"Oh, red (Red, red)",33,"oh , red ( red , red )",sadness
Red (Deluxe Edition),Red,2,"Burning red (Red, red)",34,"burning red ( red , red )",sadness
Red (Deluxe Edition),Red,2,"(Red, red)",35,"( red , red )",love
Red (Deluxe Edition),Red,2,Remembering him comes in flashbacks and echoes,36,remembering come flashback echo,fear
Red (Deluxe Edition),Red,2,"Tell myself it's time now, gotta let go",37,"tell 's time , got ta let go",fear
Red (Deluxe Edition),Red,2,But moving on from him is impossible,38,moving impossible,fear
Red (Deluxe Edition),Red,2,When I still see it all in my head,39,still see head,sadness
Red (Deluxe Edition),Red,2,In burning red,40,burning red,sadness
Red (Deluxe Edition),Red,2,"Burning, it was red",41,"burning , red",love
Red (Deluxe Edition),Red,2,"Oh, losing him was blue like I'd never known",42,"oh , losing blue like 'd never known",fear
Red (Deluxe Edition),Red,2,"Missing him was dark gray, all alone (Whoa)",43,"missing dark gray , alone ( whoa )",sadness
Red (Deluxe Edition),Red,2,Forgetting him was like,44,forgetting like,love
Red (Deluxe Edition),Red,2,Trying to know somebody you never met,45,trying know somebody never met,joy
Red (Deluxe Edition),Red,2,'Cause loving him was red,46,'cause loving red,love
Red (Deluxe Edition),Red,2,"(Red, red) Yeah, yeah, red (Red, red)",47,"( red , red ) yeah , yeah , red ( red , red )",love
Red (Deluxe Edition),Red,2,"Burning red (Red, red)",48,"burning red ( red , red )",fear
Red (Deluxe Edition),Red,2,"(Red, red)",49,"( red , red )",sadness
Red (Deluxe Edition),Red,2,"And that's why (Red, red) he's spinning 'round in my head",50,"'s ( red , red ) 's spinning 'round head",joy
Red (Deluxe Edition),Red,2,"Comes back to me (Red, red), burning red",51,"come back ( red , red ) , burning red",love
Red (Deluxe Edition),Red,2,"(Red, red) Yeah, yeah",52,"( red , red ) yeah , yeah",sadness
Red (Deluxe Edition),Red,2,"(Red, red)",53,"( red , red )",sadness
Red (Deluxe Edition),Red,2,His love was like,54,love like,sadness
Red (Deluxe Edition),Red,2,Driving a new Maserati down a dead-end street,55,driving new maserati dead-end street,joy
Red (Deluxe Edition),Treacherous,3,Put your lips close to mine,1,put lip close mine,love
Red (Deluxe Edition),Treacherous,3,As long as they don't touch,2,long n't touch,love
Red (Deluxe Edition),Treacherous,3,"Out of focus, eye to eye",3,"focus , eye eye",anger
Red (Deluxe Edition),Treacherous,3,'Til the gravity's too much,4,'til gravity 's much,fear
Red (Deluxe Edition),Treacherous,3,And I'll do anything you say,5,'ll anything say,fear
Red (Deluxe Edition),Treacherous,3,If you say it with your hands,6,say hand,anger
Red (Deluxe Edition),Treacherous,3,And I'd be smart to walk away,7,'d smart walk away,love
Red (Deluxe Edition),Treacherous,3,But you're quicksand,8,'re quicksand,joy
Red (Deluxe Edition),Treacherous,3,This slope is treacherous,9,slope treacherous,love
Red (Deluxe Edition),Treacherous,3,This path is reckless,10,path reckless,anger
Red (Deluxe Edition),Treacherous,3,This slope is treacherous,11,slope treacherous,love
Red (Deluxe Edition),Treacherous,3,And I-I-I like it,12,i-i-i like,anger
Red (Deluxe Edition),Treacherous,3,I can't decide if it's a choice,13,ca n't decide 's choice,love
Red (Deluxe Edition),Treacherous,3,Getting swept away,14,getting swept away,anger
Red (Deluxe Edition),Treacherous,3,I hear the sound of my own voice,15,hear sound voice,sadness
Red (Deluxe Edition),Treacherous,3,Asking you to stay,16,asking stay,fear
Red (Deluxe Edition),Treacherous,3,And all we are is skin and bone,17,skin bone,joy
Red (Deluxe Edition),Treacherous,3,Trained to get along,18,trained get along,sadness
Red (Deluxe Edition),Treacherous,3,Forever going with the flow,19,forever going flow,anger
Red (Deluxe Edition),Treacherous,3,But you're friction,20,'re friction,sadness
Red (Deluxe Edition),Treacherous,3,[Chorus],21,[ chorus ],sadness
Red (Deluxe Edition),Treacherous,3,This slope is treacherous,22,slope treacherous,joy
Red (Deluxe Edition),Treacherous,3,This path is reckless,23,path reckless,fear
Red (Deluxe Edition),Treacherous,3,This slope is treacherous,24,slope treacherous,love
Red (Deluxe Edition),Treacherous,3,"I, I, I like it",25,", , like",anger
Red (Deluxe Edition),Treacherous,3,Two headlights shine through the sleepless night,26,two headlight shine sleepless night,joy
Red (Deluxe Edition),Treacherous,3,"And I will get you, get you alone",27,"get , get alone",love
Red (Deluxe Edition),Treacherous,3,Your name has echoed through my mind,28,name echoed mind,anger
Red (Deluxe Edition),Treacherous,3,"And I just think you should, think you should know",29,"think , think know",sadness
Red (Deluxe Edition),Treacherous,3,That nothing safe is worth the drive,30,nothing safe worth drive,fear
Red (Deluxe Edition),Treacherous,3,"And I would follow you, follow you home",31,"would follow , follow home",sadness
Red (Deluxe Edition),Treacherous,3,"I'll follow you, follow you home",32,"'ll follow , follow home",fear
Red (Deluxe Edition),Treacherous,3,This hope is treacherous,33,hope treacherous,sadness
Red (Deluxe Edition),Treacherous,3,This daydream is dangerous,34,daydream dangerous,love
Red (Deluxe Edition),Treacherous,3,This hope is treacherous,35,hope treacherous,joy
Red (Deluxe Edition),Treacherous,3,"I-I-I, I-I-I, I-I-I",36,"i-i-i , i-i-i , i-i-i",fear
Red (Deluxe Edition),Treacherous,3,Two headlights shine through the sleepless night,37,two headlight shine sleepless night,fear
Red (Deluxe Edition),Treacherous,3,"And I will get you, get you alone",38,"get , get alone",love
Red (Deluxe Edition),Treacherous,3,Your name has echoed through my mind,39,name echoed mind,love
Red (Deluxe Edition),Treacherous,3,"And I just think you should, think you should know",40,"think , think know",sadness
Red (Deluxe Edition),Treacherous,3,That nothing safe is worth the drive,41,nothing safe worth drive,joy
Red (Deluxe Edition),Treacherous,3,"And I would follow you, follow you home",42,"would follow , follow home",sadness
Red (Deluxe Edition),Treacherous,3,"I'll follow you, follow you home",43,"'ll follow , follow home",joy
Red (Deluxe Edition),Treacherous,3,"I'll follow you, follow you home",44,"'ll follow , follow home",joy
Red (Deluxe Edition),Treacherous,3,"I'll follow you, follow you home",45,"'ll follow , follow home",anger
Red (Deluxe Edition),Treacherous,3,This slope is treacherous,46,slope treacherous,sadness
Red (Deluxe Edition),Treacherous,3,I-I-I like it,47,i-i-i like,fear
Red (Deluxe Edition),I Knew You Were Trouble,4,"Once upon a time, a few mistakes ago",1,"upon time , mistake ago",love
Red (Deluxe Edition),I Knew You Were Trouble,4,"I was in your sights, you got me alone",2,"sight , got alone",joy
Red (Deluxe Edition),I Knew You Were Trouble,4,"You found me, you found me, you found me",3,"found , found , found",love
Red (Deluxe Edition),I Knew You Were Trouble,4,"I guess you didn't care, and I guess I liked that",4,"guess n't care , guess liked",love
Red (Deluxe Edition),I Knew You Were Trouble,4,"And when I fell hard, you took a step back",5,"fell hard , took step back",anger
Red (Deluxe Edition),I Knew You Were Trouble,4,"Without me, without me, without me",6,"without , without , without",joy
Red (Deluxe Edition),I Knew You Were Trouble,4,And he's long gone when he's next to me,7,'s long gone 's next,fear
Red (Deluxe Edition),I Knew You Were Trouble,4,And I realize the blame is on me,8,realize blame,sadness
Red (Deluxe Edition),I Knew You Were Trouble,4,'Cause I knew you were trouble when you walked in,9,'cause knew trouble walked,love
Red (Deluxe Edition),I Knew You Were Trouble,4,So shame on me now,10,shame,fear
Red (Deluxe Edition),I Knew You Were Trouble,4,Flew me to places I'd never been,11,flew place 'd never,joy
Red (Deluxe Edition),I Knew You Were Trouble,4,"'Til you put me down, oh",12,"'til put , oh",sadness
Red (Deluxe Edition),I Knew You Were Trouble,4,I knew you were trouble when you walked in,13,knew trouble walked,anger
Red (Deluxe Edition),I Knew You Were Trouble,4,So shame on me now,14,shame,love
